time[ms],R1[ohm]
1100372,5526.55
1101375,5886.00
1102379,5886.00
1103382,5886.00
1104385,5837.10
1105388,5837.10
1106391,6034.54
1107394,5812.77
1108398,5740.22
1109400,6135.14
1110404,5861.51
1111407,5861.51
1112410,6059.57
1113413,5910.56
1114416,5886.00
1115419,5668.34
1116423,5788.51
1117425,5861.51
1118429,5837.10
1119431,6135.14
1120435,5886.00
1121438,5886.00
1122441,5788.51
1123444,6059.57
1124447,5886.00
1125450,5935.20
1126454,5812.77
1127456,5620.78
1128460,6084.68
1129462,5910.56
1130466,5861.51
1131469,5812.77
1132472,6109.87
1133475,5764.33
1134479,5861.51
1135481,5812.77
1136485,5788.51
1137487,5597.12
1138491,5573.52
1139494,5812.77
1140497,5788.51
1141500,5837.10
1142503,5910.56
1143506,5861.51
1144510,6059.57
1145512,5812.77
1146516,5716.18
1147518,5837.10
1148522,5764.33
1149526,6059.57
1150528,6109.87
1151532,5740.22
1152534,5812.77
1153538,5861.51
1154541,5837.10
1155544,5692.22
1156547,6084.68
1157551,5837.10
1158553,5861.51
1159557,5959.92
1160559,5788.51
1161563,6084.68
1162566,5597.12
1163569,5886.00
1164572,5886.00
1165575,5812.77
1166578,6109.87
1167582,5692.22
1168584,5886.00
1169588,5837.10
1170590,5837.10
1171594,5644.52
1172597,5910.56
1173600,5837.10
1174603,5788.51
1175606,5837.10
1176609,6237.03
1177613,5620.78
1178615,5886.00
1179619,5788.51
1180621,5788.51
1181625,6160.49
1182628,5812.77
1183631,5861.51
1184634,6185.92
1185638,5861.51
1186640,5861.51
1187644,5812.77
1188646,6109.87
1189650,5837.10
1190653,5812.77
1191656,5644.52
1192659,5812.77
1193662,5837.10
1194665,6185.92
1195669,5861.51
1196672,5837.10
1197675,5668.34
1198678,5740.22
1199681,5788.51
1200685,5550.00
1201687,5886.00
1202691,5812.77
1203693,5503.17
1204697,5861.51
1205700,5837.10
1206703,6084.68
1207706,5935.20
1208709,5837.10
1209712,6135.14
1210716,5788.51
1211718,5788.51
1212722,5886.00
1213725,5910.56
1214728,5886.00
1215731,5984.72
1216734,5812.77
1217737,5812.77
1218741,5861.51
1219743,5668.34
1220747,5886.00
1221749,5886.00
1222753,6185.92
1223756,5837.10
1224759,5886.00
1225762,5644.52
1226765,5788.51
1227768,5910.56
1228772,6059.57
1229774,5886.00
1230778,5935.20
1231780,5886.00
1232784,6160.49
1233787,5837.10
1234790,5861.51
1235793,5812.77
1236797,5812.77
1237799,5812.77
1238803,5526.55
1239805,5812.77
1240809,5837.10
1241812,5620.78
1242815,5788.51
1243819,5812.77
1244821,5788.51
1245825,6009.59
1246828,5837.10
1247831,5959.92
1248834,5740.22
1249837,5984.72
1250840,5788.51
1251844,5861.51
1252846,5935.20
1253850,5910.56
1254852,5812.77
1255856,5597.12
1256859,5910.56
1257862,5837.10
1258865,5764.33
1259869,5886.00
1260871,5812.77
1261875,5788.51
1262877,5812.77
1263881,5788.51
1264884,5837.10
1265887,5837.10
1266890,5692.22
1267893,5788.51
1268896,5812.77
1269900,5597.12
1270902,5812.77
1271906,5861.51
1272908,6009.59
1273912,5812.77
1274915,5837.10
1275918,6185.92
1276921,6084.68
1277924,5886.00
1278927,5837.10
1279931,5935.20
1280933,5935.20
1281937,5935.20
1282940,6009.59
1283943,6084.68
1284946,6084.68
1285949,6135.14
1286952,6262.70
1287956,6185.92
1288958,6211.44
1289962,6262.70
1290964,6471.10
1291968,6366.23
